"game_id","matchup","time","favorite","espn_spread","oddshark_spread","spread","update.ts"
159,"Montana @ Washington",NA,NA,NA,NA,NA,2017-09-10 21:00:31
160,"Boise State @ Washington State",NA,NA,NA,NA,NA,2017-09-10 21:00:31
161,"East Carolina @ West Virginia",NA,NA,NA,NA,NA,2017-09-10 21:00:31
162,"Florida Atlantic @ Wisconsin",NA,NA,NA,NA,NA,2017-09-10 21:00:31
163,"Gardner-Webb @ Wyoming",NA,NA,NA,NA,NA,2017-09-10 21:00:31
164,"Buffalo @ Army",NA,NA,NA,NA,NA,2017-09-10 21:00:31
165,"Tulane @ Navy",NA,NA,NA,NA,NA,2017-09-10 21:00:31
166,"New Hampshire @ Georgia Southern",NA,NA,NA,NA,NA,2017-09-10 21:00:31
168,"Mississippi State @ Louisiana Tech",NA,NA,NA,NA,NA,2017-09-10 21:00:31
169,"Georgia @ Notre Dame",NA,NA,NA,NA,NA,2017-09-10 21:00:31
