game_id,egame_id,matchup,week
537,400934538,TexasBaylor,9
534,400945007,BuffaloAkron,9
555,400935393,RutgersMichigan,9
548,400935390,WisconsinIllinois,9
553,400938643,Florida International (FIU)Marshall,9
542,400945283,Air ForceColorado State,9
560,400935394,Penn StateOhio State,9
580,400933898,GeorgiaFlorida,9
571,400938893,Appalachian StateMassachusetts,9
566,400938645,LA TechRice,9
582,400934579,NC StateNotre Dame,9
578,400938644,Florida AtlanticWKU,9
547,400944865,Louisiana-MonroeIdaho,9
558,400938646,Old DominionNorth Texas,9
568,400938647,UABSouthern Miss,9
573,400938648,UTSAUTEP,9
556,400944862,Arkansas StateNew Mexico State,9
544,400945286,UNLVFresno State,9
583,400945284,Boise StateUtah State,9
584,400945008,Bowling GreenKent State,10
585,400945009,Miami-OHOhio,10
586,400945010,Central MichiganWestern Michigan,10
588,400945012,NIUToledo,10
587,400945011,Ball StateEastern Michigan,10
590,400941834,NavyTemple,10
589,400944866,IdahoTroy,10
593,400938675,MarshallFlorida Atlantic,10
591,400941835,MemphisTulsa,10
592,400935310,UCLAUtah,10
594,400933904,LSUAlabama,10
618,400934544,OklahomaOklahoma State,10
615,400937510,ClemsonNC State,10
633,400935311,ArizonaUSC,10
611,400935399,Penn StateMichigan State,10
637,400935313,OregonWashington,10
610,400935398,MinnesotaMichigan,10
605,400935397,Ohio StateIowa,10
604,400935396,WisconsinIndiana,10
601,400937511,SyracuseFlorida State,10
603,400933906,South CarolinaGeorgia,10
626,400933911,AuburnTexas A&M,10
609,400937513,Virginia TechMiami-FL,10
628,400934543,Kansas StateTexas Tech,10
638,400935315,StanfordWashington State,10
624,400934545,TexasTCU,10
634,400941839,HoustonUSF,10
625,400933910,Southern MissTennessee,10
614,400933909,FloridaMissouri,10
595,400935312,ColoradoArizona State,10
598,400935314,Oregon StateCalifornia,10
616,400935400,NorthwesternNebraska,10
620,400935401,IllinoisPurdue,10
640,400935402,MarylandRutgers,10
636,400937512,Georgia TechVirginia,10
596,400933905,Coastal CarolinaArkansas,10
607,400933907,Ole MissKentucky,10
613,400933908,MassachusettsMississippi State,10
635,400933912,WKUVanderbilt,10
606,400934541,BaylorKansas,10
639,400934542,Iowa StateWest Virginia,10
622,400941836,UCFSMU,10
629,400941837,CincinnatiTulane,10
599,400941838,East CarolinaUCONN,10
630,400938653,RiceUAB,10
623,400944869,Louisiana-LafayetteSouth Alabama,10
597,400945289,NevadaBoise State,10
602,400945292,BYUFresno State,10
621,400945294,San Diego StateSan Jose State,10
627,400944870,New Mexico StateTexas State,10
631,400944867,Appalachian StateLouisiana-Monroe,10
641,400944868,Georgia StateGeorgia Southern,10
608,400938651,North TexasLA Tech,10
642,400934569,ArmyAir Force,10
644,400934580,Wake ForestNotre Dame,10
619,400938649,CharlotteOld Dominion,10
617,400945291,Utah StateNew Mexico,10
632,400945293,HawaiiUNLV,10
645,400945290,Colorado StateWyoming,10
600,400938650,UTSAFlorida International (FIU),10
612,400938652,UTEPMiddle Tennessee,10
647,400945013,AkronMiami-OH,11
646,400945014,Bowling GreenBuffalo,11
648,400945015,Eastern MichiganCentral Michigan,11
650,400945016,Kent StateWestern Michigan,11
649,400945017,ToledoOhio,11
652,400945018,Ball StateNIU,11
651,400944871,Georgia SouthernAppalachian State,11
653,400937514,North CarolinaPittsburgh,11
654,400941840,TempleCincinnati,11
655,400935316,WashingtonStanford,11
656,400945299,BYUUNLV,11
679,400933916,AlabamaMississippi State,11
685,400934550,TCUOklahoma,11
662,400937516,Florida StateClemson,11
664,400935319,USCColorado,11
676,400935404,MichiganMaryland,11
684,400935407,Michigan StateOhio State,11
670,400934548,Oklahoma StateIowa State,11
700,400935409,IowaWisconsin,11
674,400933914,ArkansasLSU,11
659,400933913,GeorgiaAuburn,11
673,400937518,VirginiaLouisville,11
667,400937517,Virginia TechGeorgia Tech,11
677,400934581,Notre DameMiami-FL,11
671,400934547,West VirginiaKansas State,11
697,400935320,Washington StateUtah,11
680,400933917,TennesseeMissouri,11
690,400933918,FloridaSouth Carolina,11
696,400935318,Arizona StateUCLA,11
658,400935317,Oregon StateArizona,11
669,400935403,IndianaIllinois,11
678,400935405,NebraskaMinnesota,11
683,400935406,PurdueNorthwestern,11
686,400933915,Louisiana-LafayetteOle Miss,11
693,400933919,New MexicoTexas A&M,11
699,400933920,KentuckyVanderbilt,11
660,400937515,NC StateBoston College,11
691,400937519,Wake ForestSyracuse,11
701,400934549,Texas TechBaylor,11
681,400945298,San Jose StateNevada,11
689,400944872,Arkansas StateSouth Alabama,11
694,400944873,Georgia StateTexas State,11
663,400944874,TroyCoastal Carolina,11
695,400941842,UCONNUCF,11
665,400941843,TulaneEast Carolina,11
657,400945295,WyomingAir Force,11
687,400935408,RutgersPenn State,11
703,400934565,DukeArmy,11
661,400938654,Middle TennesseeCharlotte,11
672,400938656,Florida AtlanticLA Tech,11
705,400941841,SMUNavy,11
688,400938659,Southern MissRice,11
702,400938894,MaineMassachusetts,11
682,400938658,UTEPNorth Texas,11
692,400934546,KansasTexas,11
675,400938657,WKUMarshall,11
666,400938655,Old DominionFlorida International (FIU),11
698,400938660,UABUTSA,11
706,400945296,Boise StateColorado State,11
668,400945297,Fresno StateHawaii,11
708,400945019,Central MichiganKent State,12
707,400945020,OhioAkron,12
710,400945021,Eastern MichiganMiami-OH,12
709,400945022,ToledoBowling Green,12
711,400945023,Western MichiganNIU,12
712,400945024,BuffaloBall State,12
757,400941848,TulsaUSF,12
714,400938665,Middle TennesseeWKU,12
713,400945302,UNLVNew Mexico,12
715,400933921,MercerAlabama,12
733,400934553,OklahomaKansas,12
722,400937521,The CitadelClemson,12
756,400935323,UCLAUSC,12
748,400935415,NebraskaPenn State,12
764,400935324,UtahWashington,12
766,400935416,MichiganWisconsin,12
742,400935414,IllinoisOhio State,12
743,400934552,Kansas StateOklahoma State,12
728,400937523,Delaware StateFlorida State,12
753,400933928,LSUTennessee,12
729,400933925,KentuckyGeorgia,12
735,400937524,SyracuseLouisville,12
718,400933923,Louisiana-MonroeAuburn,12
762,400937528,PittsburghVirginia Tech,12
737,400937525,VirginiaMiami-FL,12
751,400935325,CaliforniaStanford,12
754,400934555,TCUTexas Tech,12
727,400933924,UABFlorida,12
758,400945303,HawaiiUtah State,12
717,400944875,Texas StateArkansas State,12
720,400945300,Air ForceBoise State,12
734,400944878,New Mexico StateLouisiana-Lafayette,12
752,400941844,UCFTemple,12
725,400941845,CincinnatiEast Carolina,12
755,400941846,HoustonTulane,12
736,400941847,SMUMemphis,12
724,400937522,Georgia TechDuke,12
739,400937526,Western CarolinaNorth Carolina,12
763,400937527,NC StateWake Forest,12
716,400933922,Mississippi StateArkansas,12
745,400933926,Texas A&MOle Miss,12
749,400933927,WoffordSouth Carolina,12
